Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
13 0 -6.7164702 0.0 -17.7344 14.5451 -77.2032 489.093 -2994.99 487.788 -3064.83 0.0 487.788 -3064.83 -64.7404 -17.7344 -2659.5168 -0.221152 -0.221152
13 1 -6.7164702 0.0 -17.7344 14.5451 -77.2032 489.093 -2994.99 487.788 -3064.83 0.0 487.788 -3064.83 -64.7404 -17.7344 -2659.5168 -0.221152 -0.221152
13 2 -6.5782027 0.0 -16.1875 14.4275 -74.941 489.093 -2994.99 487.593 -3062.58 0.0 487.593 -3062.58 -67.1342 -16.1875 -2658.3088 -1.10797 -1.10797
13 3 -6.5782027 0.0 -16.1875 14.4275 -74.941 489.093 -2994.99 487.593 -3062.58 0.0 487.593 -3062.58 -67.1342 -16.1875 -2658.3088 -1.10797 -1.10797
13 4 -6.5782027 0.0 -16.1875 14.4275 -74.941 489.093 -2994.99 487.593 -3062.58 0.0 487.593 -3062.58 -67.1342 -16.1875 -2658.3088 -1.10797 -1.10797
13 5 -6.5782027 0.0 -16.1875 14.4275 -74.941 489.093 -2994.99 487.593 -3062.58 0.0 487.593 -3062.58 -67.1342 -16.1875 -2658.3088 -1.10797 -1.10797
13 6 -6.561234 0.0 -15.4563 14.3457 -74.1129 489.093 -2994.99 487.521 -3062.62 0.0 487.521 -3062.62 -67.0256 -15.4563 -2657.581 -1.09683 -1.09683
13 7 -6.561234 0.0 -15.4563 14.3457 -74.1129 489.093 -2994.99 487.521 -3062.62 0.0 487.521 -3062.62 -67.0256 -15.4563 -2657.581 -1.09683 -1.09683
14 0 -7.721767 0.0 -35.4793 15.3458 -92.9048 489.093 -2994.99 488.667 -3069.65 0.0 488.667 -3069.65 -42.8926 -35.4793 -2659.3547 3.68335 3.68335
14 1 -7.721767 0.0 -35.4793 15.3458 -92.9048 489.093 -2994.99 488.667 -3069.65 0.0 488.667 -3069.65 -42.8926 -35.4793 -2659.3547 3.68335 3.68335
14 2 -7.721767 0.0 -35.4793 15.3458 -92.9048 489.093 -2994.99 488.667 -3069.65 0.0 488.667 -3069.65 -42.8926 -35.4793 -2659.3547 3.68335 3.68335
14 3 -7.3148756 0.0 -30.0293 15.2857 -94.1871 489.093 -2994.99 488.744 -3072.92 0.0 488.744 -3072.92 -43.578 -30.0293 -2657.7834 4.96146 4.96146
14 4 -7.3148756 0.0 -30.0293 15.2857 -94.1871 489.093 -2994.99 488.744 -3072.92 0.0 488.744 -3072.92 -43.578 -30.0293 -2657.7834 4.96146 4.96146
14 5 -7.2579627 0.0 -30.0396 15.2791 -94.3401 489.093 -2994.99 488.707 -3072.08 0.0 488.707 -3072.08 -43.3006 -30.0396 -2656.7131 5.03864 5.03864
14 6 -7.2579627 0.0 -30.0396 15.2791 -94.3401 489.093 -2994.99 488.707 -3072.08 0.0 488.707 -3072.08 -43.3006 -30.0396 -2656.7131 5.03864 5.03864
14 7 -7.2579627 0.0 -30.0396 15.2791 -94.3401 489.093 -2994.99 488.707 -3072.08 0.0 488.707 -3072.08 -43.3006 -30.0396 -2656.7131 5.03864 5.03864
15 0 -7.8906217 0.0 -35.0438 14.3905 -86.804 489.093 -2994.99 490.622 -3071.48 0.0 490.622 -3071.48 -43.4008 -35.0438 -2659.3025 18.062 18.062
15 1 -7.8906217 0.0 -35.0438 14.3905 -86.804 489.093 -2994.99 490.622 -3071.48 0.0 490.622 -3071.48 -43.4008 -35.0438 -2659.3025 18.062 18.062
15 2 -7.8906217 0.0 -35.0438 14.3905 -86.804 489.093 -2994.99 490.622 -3071.48 0.0 490.622 -3071.48 -43.4008 -35.0438 -2659.3025 18.062 18.062
15 3 -7.8906217 0.0 -35.0438 14.3905 -86.804 489.093 -2994.99 490.622 -3071.48 0.0 490.622 -3071.48 -43.4008 -35.0438 -2659.3025 18.062 18.062
15 4 -7.863096 0.0 -34.6405 14.4218 -86.7926 489.093 -2994.99 490.639 -3071.62 0.0 490.639 -3071.62 -43.5259 -34.6405 -2659.1477 18.3031 18.3031
15 5 -7.863096 0.0 -34.6405 14.4218 -86.7926 489.093 -2994.99 490.639 -3071.62 0.0 490.639 -3071.62 -43.5259 -34.6405 -2659.1477 18.3031 18.3031
15 6 -7.863096 0.0 -34.6405 14.4218 -86.7926 489.093 -2994.99 490.639 -3071.62 0.0 490.639 -3071.62 -43.5259 -34.6405 -2659.1477 18.3031 18.3031
15 7 -7.884515 0.0 -34.6712 14.4235 -86.2546 489.093 -2994.99 490.67 -3071.43 0.0 490.67 -3071.43 -43.1986 -34.6712 -2658.63 18.7971 18.7971
16 0 -8.030786 0.0 -38.6344 15.0631 -104.146 489.093 -2994.99 489.98 -3083.53 0.0 489.98 -3083.53 -26.7519 -38.6344 -2658.9363 16.6575 16.6575
