Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
12 4 -6.44578 0.0 -27.6202 8.5699 -15.1437 60.3271 -331.691 62.7124 -334.708 0.0 62.7124 -334.708 26.6967 -27.6202 -272.9191 40.4055 40.4055
12 5 -6.473083 0.0 -28.386 8.56431 -15.1406 60.3271 -331.691 62.7603 -334.05 0.0 62.7603 -334.05 26.7926 -28.386 -272.88306 40.3019 40.3019
12 6 -6.473083 0.0 -28.386 8.56431 -15.1406 60.3271 -331.691 62.7603 -334.05 0.0 62.7603 -334.05 26.7926 -28.386 -272.88306 40.3019 40.3019
12 7 -6.37565 0.0 -26.5339 8.54541 -15.2116 60.3271 -331.691 62.5429 -335.085 0.0 62.5429 -335.085 26.7523 -26.5339 -272.32367 41.0715 41.0715
13 0 -7.060745 0.0 -43.243 8.54622 -15.2744 60.3271 -331.691 62.6569 -320.689 0.0 62.6569 -320.689 26.2053 -43.243 -275.0698 38.1306 38.1306
13 1 -7.060745 0.0 -43.243 8.54622 -15.2744 60.3271 -331.691 62.6569 -320.689 0.0 62.6569 -320.689 26.2053 -43.243 -275.0698 38.1306 38.1306
13 2 -7.0757117 0.0 -43.6671 8.54999 -15.2931 60.3271 -331.691 62.6835 -320.332 0.0 62.6835 -320.332 26.2529 -43.6671 -275.0627 38.1 38.1
13 3 -7.052619 0.0 -43.0367 8.54712 -15.2667 60.3271 -331.691 62.6433 -320.845 0.0 62.6433 -320.845 26.2094 -43.0367 -275.029 38.159 38.159
13 4 -5.590798 0.0 -19.2102 8.51237 -13.3835 60.3271 -331.691 63.0105 -332.527 0.0 63.0105 -332.527 25.1859 -19.2102 -263.5408 46.3083 46.3083
13 5 -5.590798 0.0 -19.2102 8.51237 -13.3835 60.3271 -331.691 63.0105 -332.527 0.0 63.0105 -332.527 25.1859 -19.2102 -263.5408 46.3083 46.3083
13 6 -5.5294023 0.0 -19.5995 8.53331 -13.2261 60.3271 -331.691 62.9411 -330.625 0.0 62.9411 -330.625 24.6338 -19.5995 -262.6496 47.2454 47.2454
13 7 -5.365777 0.0 -16.3571 8.69587 -12.8787 60.3271 -331.691 63.116 -332.635 0.0 63.116 -332.635 26.9022 -16.3571 -258.9739 51.5084 51.5084
14 0 -6.6845527 0.0 -32.6834 8.67771 -15.4387 60.3271 -331.691 61.842 -329.566 0.0 61.842 -329.566 25.4781 -32.6834 -274.9293 41.5951 41.5951
14 1 -6.6845527 0.0 -32.6834 8.67771 -15.4387 60.3271 -331.691 61.842 -329.566 0.0 61.842 -329.566 25.4781 -32.6834 -274.9293 41.5951 41.5951
14 2 -6.6845527 0.0 -32.6834 8.67771 -15.4387 60.3271 -331.691 61.842 -329.566 0.0 61.842 -329.566 25.4781 -32.6834 -274.9293 41.5951 41.5951
14 3 -6.6845527 0.0 -32.6834 8.67771 -15.4387 60.3271 -331.691 61.842 -329.566 0.0 61.842 -329.566 25.4781 -32.6834 -274.9293 41.5951 41.5951
14 4 -6.6845527 0.0 -32.6834 8.67771 -15.4387 60.3271 -331.691 61.842 -329.566 0.0 61.842 -329.566 25.4781 -32.6834 -274.9293 41.5951 41.5951
14 5 -6.6845527 0.0 -32.6834 8.67771 -15.4387 60.3271 -331.691 61.842 -329.566 0.0 61.842 -329.566 25.4781 -32.6834 -274.9293 41.5951 41.5951
14 6 -6.641729 0.0 -32.6866 8.63873 -15.4399 60.3271 -331.691 61.7768 -328.822 0.0 61.7768 -328.822 25.2775 -32.6866 -274.45428 42.1108 42.1108
14 7 -6.624805 0.0 -32.6448 8.63525 -15.427 60.3271 -331.691 61.7622 -328.58 0.0 61.7622 -328.58 25.2086 -32.6448 -274.25397 42.2367 42.2367
15 0 -6.2844276 0.0 -20.6125 8.55453 -13.4822 60.3271 -331.691 62.4226 -340.818 0.0 62.4226 -340.818 24.3514 -20.6125 -274.6565 45.813 45.813
15 1 -6.2844276 0.0 -20.6125 8.55453 -13.4822 60.3271 -331.691 62.4226 -340.818 0.0 62.4226 -340.818 24.3514 -20.6125 -274.6565 45.813 45.813
15 2 -6.2844276 0.0 -20.6125 8.55453 -13.4822 60.3271 -331.691 62.4226 -340.818 0.0 62.4226 -340.818 24.3514 -20.6125 -274.6565 45.813 45.813
15 3 -6.2844276 0.0 -20.6125 8.55453 -13.4822 60.3271 -331.691 62.4226 -340.818 0.0 62.4226 -340.818 24.3514 -20.6125 -274.6565 45.813 45.813
15 4 -6.2844276 0.0 -20.6125 8.55453 -13.4822 60.3271 -331.691 62.4226 -340.818 0.0 62.4226 -340.818 24.3514 -20.6125 -274.6565 45.813 45.813
15 5 -6.2821527 0.0 -20.7448 8.55878 -13.4744 60.3271 -331.691 62.4485 -340.602 0.0 62.4485 -340.602 24.3929 -20.7448 -274.50537 45.8111 45.8111
15 6 -6.2821527 0.0 -20.7448 8.55878 -13.4744 60.3271 -331.691 62.4485 -340.602 0.0 62.4485 -340.602 24.3929 -20.7448 -274.50537 45.8111 45.8111
15 7 -6.2829256 0.0 -20.5559 8.56179 -13.4763 60.3271 -331.691 62.4279 -340.872 0.0 62.4279 -340.872 24.4954 -20.5559 -274.5046 45.9502 45.9502
16 0 -6.635827 0.0 -25.4795 8.64426 -13.0769 60.3271 -331.691 62.1233 -338.03 0.0 62.1233 -338.03 27.2571 -25.4795 -274.12912 45.5828 45.5828
16 1 -6.635827 0.0 -25.4795 8.64426 -13.0769 60.3271 -331.691 62.1233 -338.03 0.0 62.1233 -338.03 27.2571 -25.4795 -274.12912 45.5828 45.5828
16 2 -6.6352444 0.0 -25.4612 8.64358 -13.074 60.3271 -331.691 62.1227 -338.046 0.0 62.1227 -338.046 27.2794 -25.4612 -274.10507 45.584 45.584
16 3 -6.6352444 0.0 -25.4612 8.64358 -13.074 60.3271 -331.691 62.1227 -338.046 0.0 62.1227 -338.046 27.2794 -25.4612 -274.10507 45.584 45.584
16 4 -6.6352444 0.0 -25.4612 8.64358 -13.074 60.3271 -331.691 62.1227 -338.046 0.0 62.1227 -338.046 27.2794 -25.4612 -274.10507 45.584 45.584
16 5 -6.5157933 0.0 -24.281 8.61501 -13.0703 60.3271 -331.691 62.2573 -338.167 0.0 62.2573 -338.167 26.1389 -24.281 -274.0518 45.9047 45.9047
16 6 -6.5157933 0.0 -24.281 8.61501 -13.0703 60.3271 -331.691 62.2573 -338.167 0.0 62.2573 -338.167 26.1389 -24.281 -274.0518 45.9047 45.9047
16 7 -6.5157933 0.0 -24.281 8.61501 -13.0703 60.3271 -331.691 62.2573 -338.167 0.0 62.2573 -338.167 26.1389 -24.281 -274.0518 45.9047 45.9047
17 0 -6.540669 0.0 -27.0387 8.68589 -15.5249 60.3271 -331.691 63.0383 -337.863 0.0 63.0383 -337.863 27.9798 -27.0387 -273.8836 45.8713 45.8713
17 1 -6.540669 0.0 -27.0387 8.68589 -15.5249 60.3271 -331.691 63.0383 -337.863 0.0 63.0383 -337.863 27.9798 -27.0387 -273.8836 45.8713 45.8713
